test_1000a, cake, 0.7017681
test_1000a, cereal, 0.11764055
test_1000a, chocolate, 0.049476765
test_1000b, sugar, 0.41093433
test_1000b, rice, 0.20251472
test_1000b, cereal, 0.1809359
test_1000c, milk, 0.75353056
test_1000c, tomatosauce, 0.0973036
test_1000c, rice, 0.019094873
test_1000d, tea, 0.53515023
test_1000d, chocolate, 0.21176738
test_1000d, coffee, 0.11736849
test_1001a, cake, 0.7523383
test_1001a, cereal, 0.11363089
test_1001a, chocolate, 0.062844485
test_1001b, coffee, 0.3655258
test_1001b, tomatosauce, 0.16061155
test_1001b, rice, 0.15151837
test_1001c, soda, 0.7772051
test_1001c, juice, 0.120759346
test_1001c, water, 0.0546702
test_1001d, fish, 0.58317983
test_1001d, tomatosauce, 0.14643392
test_1001d, milk, 0.040793847
test_1002a, tea, 0.44681355
test_1002a, juice, 0.12633632
test_1002a, pasta, 0.06650224
test_1002b, fish, 0.49338576
test_1002b, milk, 0.1521862
test_1002b, juice, 0.15041867
test_1002c, water, 0.422876
test_1002c, vinegar, 0.17833546
test_1002c, oil, 0.12023142
test_1002d, oil, 0.8221797
test_1002d, vinegar, 0.13008593
test_1002d, honey, 0.014095116
test_1003a, vinegar, 0.40033233
test_1003a, honey, 0.19361262
test_1003a, oil, 0.17747562
test_1003b, jam, 0.53909653
test_1003b, spices, 0.32607487
test_1003b, tomatosauce, 0.07784058
test_1003c, tea, 0.23851752
test_1003c, coffee, 0.19315866
test_1003c, chocolate, 0.1803786
test_1003d, flour, 0.8195534
test_1003d, milk, 0.07503162
test_1003d, sugar, 0.026268773
test_1004a, chocolate, 0.17632893
test_1004a, candy, 0.1503318
test_1004a, tea, 0.11937569
test_1004b, rice, 0.21347359
test_1004b, chocolate, 0.20019796
test_1004b, tea, 0.16735524
test_1004c, candy, 0.45771465
test_1004c, soda, 0.1546921
test_1004c, water, 0.12075583
test_1004d, soda, 0.43409878
test_1004d, juice, 0.40397525
test_1004d, vinegar, 0.047204137
test_1005a, tomatosauce, 0.61874473
test_1005a, chips, 0.1167872
test_1005a, corn, 0.1118331
test_1005b, jam, 0.2927983
test_1005b, beans, 0.22284317
test_1005b, nuts, 0.12018671
test_1005c, chips, 0.46433565
test_1005c, candy, 0.3201761
test_1005c, nuts, 0.108968556
test_1005d, fish, 0.29837018
test_1005d, juice, 0.1757656
test_1005d, honey, 0.15369514
test_1006a, candy, 0.42650515
test_1006a, chocolate, 0.32196847
test_1006a, rice, 0.06595357
test_1006b, candy, 0.69928837
test_1006b, milk, 0.099788
test_1006b, flour, 0.05958271
test_1006c, sugar, 0.23953198
test_1006c, flour, 0.21488336
test_1006c, cereal, 0.13013485
test_1006d, chocolate, 0.4072233
test_1006d, coffee, 0.20475073
test_1006d, tea, 0.13711128
test_1007a, jam, 0.2682582
test_1007a, spices, 0.26685947
test_1007a, tomatosauce, 0.1733139
test_1007b, tomatosauce, 0.4066985
test_1007b, spices, 0.11521524
test_1007b, chips, 0.096235216
test_1007c, cereal, 0.33175665
test_1007c, milk, 0.26993716
test_1007c, flour, 0.085366264
test_1007d, honey, 0.57965803
test_1007d, fish, 0.27565402
test_1007d, corn, 0.05813856
test_1008a, chips, 0.3765069
test_1008a, nuts, 0.3076207
test_1008a, coffee, 0.21721394
test_1008b, cake, 0.9750211
test_1008b, cereal, 0.01422872
test_1008b, beans, 0.0015691774
test_1008c, pasta, 0.896345
test_1008c, cereal, 0.0520093
test_1008c, rice, 0.0145166
test_1008d, flour, 0.3133288
test_1008d, juice, 0.12311532
test_1008d, corn, 0.11564536
test_1009a, juice, 0.5782043
test_1009a, vinegar, 0.1212509
test_1009a, oil, 0.120878026
test_1009b, juice, 0.9303101
test_1009b, soda, 0.03275123
test_1009b, milk, 0.008128916
test_1009c, oil, 0.8049326
test_1009c, vinegar, 0.1338163
test_1009c, juice, 0.023165498
test_1009d, flour, 0.53180265
test_1009d, cereal, 0.10962637
test_1009d, tomatosauce, 0.061958365
test_1010a, chocolate, 0.85080415
test_1010a, cake, 0.060919862
test_1010a, coffee, 0.02964601
test_1010b, tea, 0.4426075
test_1010b, chocolate, 0.23225978
test_1010b, flour, 0.084016316
test_1010c, corn, 0.5129164
test_1010c, fish, 0.21526332
test_1010c, nuts, 0.087951794
test_1010d, spices, 0.7876154
test_1010d, coffee, 0.059904937
test_1010d, jam, 0.037527524
test_1011a, cake, 0.89123607
test_1011a, cereal, 0.0795508
test_1011a, coffee, 0.016661325
test_1011b, candy, 0.7235075
test_1011b, chips, 0.14092699
test_1011b, nuts, 0.045737285
test_1011c, oil, 0.27468136
test_1011c, spices, 0.25047725
test_1011c, vinegar, 0.13597782
test_1011d, chips, 0.7815486
test_1011d, candy, 0.071950465
test_1011d, nuts, 0.032414608
test_1012a, fish, 0.8926188
test_1012a, honey, 0.07658977
test_1012a, coffee, 0.014255698
test_1012b, flour, 0.3001562
test_1012b, rice, 0.20130166
test_1012b, milk, 0.18557954
test_1012c, tea, 0.23238769
test_1012c, cereal, 0.21832302
test_1012c, rice, 0.12632534
test_1012d, vinegar, 0.5439837
test_1012d, oil, 0.3515981
test_1012d, juice, 0.034342557
test_1013a, rice, 0.54473084
test_1013a, coffee, 0.07618661
test_1013a, tea, 0.060769446
test_1013b, sugar, 0.2779013
test_1013b, juice, 0.1544605
test_1013b, spices, 0.1024943
test_1013c, juice, 0.94759965
test_1013c, spices, 0.024017338
test_1013c, tea, 0.010984697
test_1013d, candy, 0.98192537
test_1013d, juice, 0.0046885726
test_1013d, cereal, 0.0028185588
test_1014a, tomatosauce, 0.6154267
test_1014a, jam, 0.21039298
test_1014a, spices, 0.052742228
test_1014b, cereal, 0.607811
test_1014b, tea, 0.09142016
test_1014b, candy, 0.06734742
test_1014c, cake, 0.71114063
test_1014c, sugar, 0.07884692
test_1014c, coffee, 0.031874347
test_1014d, tomatosauce, 0.27110907
test_1014d, juice, 0.23659897
test_1014d, beans, 0.1074483
test_1015a, tomatosauce, 0.26569504
test_1015a, honey, 0.13907301
test_1015a, chips, 0.09915366
test_1015b, chips, 0.2185183
test_1015b, beans, 0.16083552
test_1015b, nuts, 0.14341715
test_1015c, fish, 0.23274137
test_1015c, chocolate, 0.14159158
test_1015c, rice, 0.14022969
test_1015d, beans, 0.89382327
test_1015d, tomatosauce, 0.06686285
test_1015d, corn, 0.018594233
test_1016a, spices, 0.52376956
test_1016a, tomatosauce, 0.24464121
test_1016a, jam, 0.044284735
test_1016b, coffee, 0.33915693
test_1016b, soda, 0.17434053
test_1016b, jam, 0.10019269
test_1016c, sugar, 0.7600736
test_1016c, milk, 0.07994573
test_1016c, tea, 0.06324203
test_1016d, chocolate, 0.4698564
test_1016d, fish, 0.1455491
